Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
40104,2004,11/08/2004,Middletown,40 MEECH RD,81350.0,190000.0,0.428157895,,
90566,2009,09/20/2010,Wallingford,1 FARM HILL RD,234640.0,325000.0,0.721969231,Single Family,Single Family
40129,2004,04/04/2005,East Haddam,579 TOWN ST,33900.0,230000.0,0.147391304,,
1700151,2017,01/03/2018,East Haven,15 LENOX ST,165320.0,175000.0,0.944685714,Single Family,Single Family
160664,2016,02/07/2017,Bridgeport,101 ORCHARD ST,120310.0,175000.0,0.687485714,Two Family,Two Family
171328,2017,05/15/2018,Bridgeport,66 BERKELEY PLACE,86370.0,180000.0,0.4798,Single Family,Single Family
50338,2005,06/28/2006,Plainville,42 S WASHINGTON ST,82710.0,220000.0,0.375954545,,
110019,2011,02/02/2012,North Canaan,15 OLD TURNPIKE S,148670.0,140625.0,1.057208889,,
12071,2012,12/26/2012,Madison,26 WILDCAT ROAD,330100.0,395000.0,0.835696203,Single Family,Single Family
10001,2001,10/01/2001,Cheshire,1815 CHESHIRE ST,165500.0,299900.0,0.551850617,,
100303,2010,09/01/2011,Naugatuck,701 BEACON VALLEY RD #27,74530.0,80000.0,0.931625,Condo,Condo
90531,2009,05/28/2010,New Britain,182 ALEXANDER RD,104930.0,115000.0,0.912434783,Single Family,Single Family
11054,2001,04/23/2002,Danbury,37 ALAN RD,89900.0,219000.0,0.410502283,,
50033,2005,10/21/2005,Watertown,304 LOVELY DR,85300.0,475000.0,0.179578947,,
21483,2021,09/16/2022,Waterford,310 BOSTON POST ROAD UNIT 112,110860.0,240000.0,0.4619,Residential,Condo
130449,2013,06/02/2014,Hamden,403 CIRCULAR AVE,123620.0,72000.0,1.716944444,Single Family,Single Family
11206,2011,04/02/2012,Glastonbury,49 PURTILL ST,419200.0,555000.0,0.755315315,Single Family,Single Family
40083,2004,12/03/2004,Plainville,37 WOODLAND ST,67050.0,137000.0,0.489416058,,
110139,2011,01/06/2012,Wallingford,28 WELCOME ST,132400.0,139900.0,0.946390279,Single Family,Single Family
30956,2003,07/01/2004,Stratford,40 CALIFORNIA ST C05,42000.0,94000.0,0.446808511,,
80107,2008,02/17/2009,Bloomfield,26 BURNWOOD DRIVE,176980.0,260000.0,0.680692308,Single Family,Single Family
143649,2014,07/08/2015,Killingworth,5 BRIDLEPATH TRAIL,66630.0,147500.0,0.451728814,Single Family,Single Family
29001,2002,08/01/2003,Bolton,79 HATFIELD DR,161540.0,325000.0,0.497046154,,
110163,2011,03/07/2012,West Haven,1076 CAMPBELL AVE,116830.0,136883.0,0.853502626,Two Family,Two Family
800600,2008,08/03/2009,Bristol,410 EMMETT ST UN 3,94430.0,129000.0,0.732015504,Condo,Condo
210694,2021,04/14/2022,West Hartford,100 SHEPARD ROAD,200165.0,260000.0,0.7698,Residential,Single Family
16188,2016,06/08/2017,Monroe,15 ROCKVIEW CIR,145700.0,220000.0,0.662272727,Condo,Condo
140014,2014,10/24/2014,Windsor Locks,85 SPRING ST,117700.0,217000.0,0.542396313,Single Family,Single Family
30169,2003,04/29/2004,Plymouth,84 S EAGLE ST,83770.0,153000.0,0.54751634,,
50427,2005,07/12/2006,Cheshire,631 WALLINGFORD RD,417840.0,850000.0,0.491576471,,
70285,2007,03/28/2008,Groton,850 GOLD STAR HWY,1243690.0,700000.0,1.7767,,
160217,2016,07/25/2017,New Fairfield,23 SUNSET TRA,248600.0,513325.0,0.484293576,Single Family,Single Family
30545,2003,04/29/2004,Wallingford,101 MAPLEVIEW RD,313200.0,625000.0,0.50112,,
30077,2003,05/14/2004,Salisbury,49 OLD CNE RD,232350.0,710000.0,0.327253521,,
160989,2016,06/01/2017,Norwalk,71 FAWN RIDGE LN,236680.0,285000.0,0.83045614,Condo,Condo
50121,2005,05/15/2006,Hebron,709 EAST ST,117520.0,255000.0,0.460862745,,
30090,2003,10/29/2003,Wallingford,57 SIMPSON AVE,129200.0,238000.0,0.542857143,,
43135,2004,09/09/2005,Waterbury,184 KAYNOR DR UT D,24220.0,78000.0,0.310512821,,
110034,2011,11/22/2011,Cromwell,15 KIM ILEEN COURT,109350.0,90600.0,1.206953642,Condo,Condo
20657,2020,07/20/2021,Ridgefield,106 PEACEABLE STREET,468630.0,825000.0,0.568,Residential,Single Family
40938,2004,03/11/2005,New Haven,599 ORCHARD ST,73010.0,207000.0,0.352705314,,
90307,2009,03/11/2010,Fairfield,494 HILL FARM ROAD,1193850.0,1925000.0,0.620181818,Single Family,Single Family
10888,2001,08/26/2002,Middletown,539 ARBUTUS ST,134140.0,275000.0,0.487781818,,
180177,2018,06/26/2019,Bloomfield,BLOOMFIELD AVE,26734750.0,53325000.0,0.501354899,,
60315,2006,08/24/2007,Ledyard,47 HARVARD TERRACE,209650.0,350000.0,0.599,Single Family,Single Family
180806,2018,08/06/2019,Manchester,105 VALLEY VIEW ROAD,250100.0,363786.0,0.687492097,Single Family,Single Family
42394,2004,09/30/2005,New Haven,696 DIXWELL AVE,56700.0,125000.0,0.4536,,
20278,2002,08/04/2003,Oxford,16 GREAT OAK RD,118130.0,130000.0,0.908692308,,
202000075,2020,12/29/2020,Plymouth,30 LAKEVIEW RD,101560.0,201000.0,0.5052,Residential,Single Family
180281,2018,02/13/2019,Middletown,HIGHLAND TERR,250.0,187500.0,0.0013,,
60212,2006,03/15/2007,South Windsor,12 BETTY DRIVE,194820.0,335000.0,0.581552239,Single Family,Single Family
19323,2019,06/01/2020,Farmington,62 WELLINGTON DR,79470.0,131000.0,0.6066,Condo,Condo
110263,2011,08/16/2012,Berlin,173 NORTON RD,219900.0,334500.0,0.657399103,Single Family,Single Family
70383,2007,06/05/2008,Wallingford,15 PARKER FARMS RD,121100.0,200000.0,0.6055,Single Family,Single Family
170178,2017,06/01/2018,Seymour,136 NEW HAVEN AVE,106610.0,60000.0,1.776833333,,
21234,2021,09/07/2022,Old Saybrook,510 MAIN ST,456600.0,321500.0,1.4202,Residential,Single Family
90234,2009,09/30/2010,Cromwell,21 APPLEWOOD ROAD,361130.0,460000.0,0.785065217,Single Family,Single Family
150241,2015,06/23/2016,Rocky Hill,28 WEST RIDGE DRIVE,522340.0,530000.0,0.98554717,Single Family,Single Family
90077,2009,11/25/2009,Naugatuck,24 PIERCE LANE,134600.0,208000.0,0.647115385,Single Family,Single Family
40155,2004,05/03/2005,Derby,9 HAWKINS ST,57750.0,305000.0,0.189344262,,
200083,2020,07/23/2021,Bethlehem,19 WEST SHORE DR,96200.0,215000.0,0.4474,Residential,Single Family
120003,2012,10/09/2012,Marlborough,83 LAKERIDGE DR,380590.0,572500.0,0.664786026,Single Family,Single Family
120113,2012,03/11/2013,Guilford,419 VINEYARD POINT RD,575130.0,855000.0,0.672666667,Single Family,Single Family
160189,2016,03/10/2017,Windsor,105 OVERLOOK DR,157850.0,260000.0,0.607115385,Single Family,Single Family
60914,2006,02/28/2007,Waterbury,109 BUCKS HL RD UT 7,39900.0,111000.0,0.359459459,Condo,Condo
40007,2004,10/01/2004,East Hartford,31 HIGH ST UT 2206,57900.0,119000.0,0.486554622,,
170271,2017,04/26/2018,Naugatuck,19 & 14 PARK PLACE,148050.0,190000.0,0.7792,,
15462,2015,09/28/2016,Newtown,73 FLAT SWAMP ROAD,318780.0,525000.0,0.6072,Single Family,Single Family
180002,2018,10/23/2018,Trumbull,15 VAIL COURT,533680.0,740000.0,0.7211,Single Family,Single Family
20126,2020,04/19/2021,Burlington,86 TAINE MOUNTAIN RD,352080.0,590000.0,0.5967,Residential,Single Family
180228,2018,03/18/2019,Vernon,269 SKINNER RD,130730.0,179900.0,0.7266,Single Family,Single Family
30134,2003,02/13/2004,Ansonia,7 HALE DR,110000.0,214000.0,0.514018692,,
140983,2014,06/08/2015,Norwalk,"67  AIKEN ST, UNIT A",292718.0,419500.0,0.697778308,Condo,Condo
110026,2011,11/23/2011,Rocky Hill,23 CORNCRIB LANE,234080.0,354000.0,0.661242938,Single Family,Single Family
61446,2006,05/23/2007,Waterbury,514 PIEDMONT ST,81970.0,156560.0,0.523569239,Single Family,Single Family
60382,2006,03/20/2007,Middletown,155 HIGH MDW LN,132940.0,303000.0,0.438745875,Single Family,Single Family
110318,2011,08/07/2012,Naugatuck,21 CELENTANO DR,158140.0,91000.0,1.737802198,Single Family,Single Family
160057,2016,10/24/2016,New Britain,393 HIGH ST,118720.0,144900.0,0.819323671,Two Family,Two Family
10281,2001,05/20/2002,Cromwell,15 DOGWOOD CT,46240.0,124900.0,0.370216173,,
10037,2001,12/03/2001,Putnam,95-97 POWHATTEN ST,39000.0,106000.0,0.367924528,,
80061,2008,11/26/2008,Groton,37 ALMER ST,154420.0,235000.0,0.657106383,Single Family,Single Family
160015,2016,11/15/2016,Harwinton,43 MILLBROOK LANE,267500.0,390000.0,0.685897436,Single Family,Single Family
15091,2015,12/03/2015,Newington,15 CRESTVIEW DRIVE,148130.0,263000.0,0.563231939,Single Family,Single Family
180040,2018,08/19/2019,Canaan,80 SAND ROAD,46300.0,120000.0,0.3858,Single Family,Single Family
43176,2004,08/12/2005,Bridgeport,111 5 WAKE ST,96110.0,225000.0,0.427155556,,
170096,2017,03/27/2018,Canton,25 CHERRY BROOK ROAD,116130.0,116000.0,1.0011,Single Family,Single Family
10004,2010,10/01/2010,Manchester,130 PARKER STREET,133400.0,172000.0,0.775581395,Single Family,Single Family
159275,2015,08/05/2016,Brookfield,9 MERWIN BROOK RD,214190.0,325000.0,0.659046154,Single Family,Single Family
130097,2013,03/03/2014,Seymour,407 SOUTH MAIN ST,133630.0,84000.0,1.590833333,Single Family,Single Family
10145,2010,07/13/2011,Plainfield,343 LATHROP RD,201750.0,190000.0,1.061842105,Single Family,Single Family
170070,2017,11/01/2017,Norwich,2022 OLD POND LN,69100.0,75000.0,0.9213,Condo,Condo
131260,2013,07/15/2014,Stamford,227 SILVER HILL LANE,348640.0,540000.0,0.64562963,Single Family,Single Family
90054,2009,11/06/2009,Shelton,15 BRUCE DR,222810.0,343000.0,0.649591837,Single Family,Single Family
160121,2016,07/05/2017,Prospect,4 KARYL LN,126460.0,170000.0,0.743882353,Single Family,Single Family
52669,2005,07/06/2006,Bridgeport,98 COWLES ST,72590.0,165000.0,0.439939394,,
60114,2006,03/22/2007,Oxford,66 GREENBRIAR RD,245300.0,390000.0,0.628974359,Single Family,Single Family
80021,2008,10/06/2008,New Britain,65 GARDEN ST,148470.0,235000.0,0.631787234,Three Family,Three Family
90312,2009,06/25/2010,Naugatuck,109 GOLDEN HILL ST,122830.0,140000.0,0.877357143,Single Family,Single Family
40029,2004,10/19/2004,New London,30 RIDGEVIEW CIR,110530.0,215000.0,0.514093023,,
100294,2010,09/19/2011,Windsor,12 MOORE DR,144480.0,50000.0,2.8896,Single Family,Single Family
90152,2009,06/28/2010,Suffield,117 SECOND ST,213710.0,210000.0,1.017666667,Single Family,Single Family
900294,2009,03/31/2010,Newington,30 HOPKINS DRIVE,135450.0,194900.0,0.69497178,Single Family,Single Family
160085,2016,01/04/2017,Ledyard,74 CHRISTY HILL RD,128030.0,200000.0,0.64015,Single Family,Single Family
31235,2003,06/15/2004,Hartford,41 PUTNAM HTS,4690.0,115000.0,0.040782609,,
20058,2020,10/29/2020,Farmington,42 GREAT MEADOW LA,100000.0,129900.0,0.7698,Residential,Condo
70151,2007,12/05/2007,Hartford,229-233 WHITE ST,154280.0,315000.0,0.489777778,,
2000012,2020,10/08/2020,Cheshire,970 CORNWALL AVE,394710.0,633425.0,0.6231,Residential,Single Family
30152,2003,11/21/2003,Shelton,22 SUNSET DR LT 13,89320.0,222500.0,0.401438202,,
210402,2021,12/20/2021,Danbury,8 ROSE LA 24-16,112500.0,265000.0,0.4245,Residential,Condo
200793,2020,09/22/2021,Branford,5 CARLE RD,210700.0,422222.0,0.499,Residential,Single Family
150095,2015,11/23/2015,Glastonbury,33 SAND HILL LN,447200.0,638000.0,0.700940439,Single Family,Single Family
150268,2015,05/02/2016,Naugatuck,43 JUNE ST,92080.0,109000.0,0.844770642,Single Family,Single Family
50370,2005,08/28/2006,Brookfield,18 SKYLINE DR,144950.0,372500.0,0.389127517,,
10441,2010,06/07/2011,New Haven,21 ELIZABETH ANN DRIVE,182910.0,226500.0,0.807549669,Two Family,Two Family
40133,2004,01/03/2005,Waterford,51 DEVONSHIRE DR,141710.0,285000.0,0.49722807,,
30079,2003,12/03/2003,East Lyme,37 SCOTT RD,125290.0,227000.0,0.551938326,,
201005,2020,06/30/2021,West Hartford,25 GOODSELL STREET,85750.0,175000.0,0.49,Residential,Single Family
40705,2004,07/22/2005,Enfield,337 ELM ST,84630.0,258000.0,0.328023256,,
150667,2015,06/28/2016,Norwalk,83 GLENROCK,190860.0,270000.0,0.706888889,Condo,Condo
10563,2001,06/28/2002,Newtown,172 CURRITUCK RD,229290.0,505000.0,0.454039604,,
40155,2004,03/18/2005,Madison,70 HIGH HL CIR,660800.0,1050000.0,0.629333333,,
41228,2004,08/10/2005,Greenwich,351 PEMBERWICK RD UT 701,334740.0,815000.0,0.410723926,,
211316,2021,08/01/2022,Danbury,3 CARLYLE RD,185800.0,460000.0,0.4039,Residential,Single Family
21000005,2021,10/04/2021,Cheshire,1204 LONG HILL RD,176400.0,150000.0,1.176,Residential,Single Family
11658,2001,05/10/2002,Bridgeport,43B NOB HILL CIR AKA 71,19950.0,49000.0,0.407142857,,
60099,2006,07/20/2007,Durham,173 MEETING HOUSE HL RD,205310.0,300000.0,0.684366667,Single Family,Single Family
60773,2006,02/09/2007,Waterbury,29 PIERPONT ST,66780.0,154500.0,0.43223301,Single Family,Single Family
40011,2004,10/08/2004,North Haven,75 N HILL RD,55580.0,140000.0,0.397,,
140397,2014,06/22/2015,Norwich,28 NASHUA ST,13900.0,21000.0,0.661904762,Single Family,Single Family
100163,2010,06/03/2011,Stonington,4-6 DENISON AVE,378200.0,400000.0,0.9455,,
20092,2002,11/14/2002,East Haven,16 BARKER ST,62540.0,110000.0,0.568545455,,
200202,2020,12/07/2020,Shelton,58 BIRDSEYE RD,194320.0,252000.0,0.7711,Residential,Single Family
80109,2008,01/26/2009,New Milford,20-4 CANDLEWOOD LK S,98630.0,100000.0,0.9863,Condo,Condo
151152,2015,09/01/2016,Danbury,6 ROSE LA #3-18,80300.0,139000.0,0.577697842,Condo,Condo
1800370,2018,06/03/2019,New Milford,59 GLEN RIDGE CT,71750.0,117000.0,0.6132,Condo,Condo
20428,2002,09/09/2003,Darien,95 WEST AVE,355250.0,820000.0,0.433231707,,
200064,2020,03/03/2021,Preston,20 BRANCH HILL RD,197400.0,374900.0,0.5265,Residential,Single Family
90104,2009,01/20/2010,Killingly,100 BROAD ST,136220.0,200000.0,0.6811,,
70048,2007,03/04/2008,Old Lyme,58 CENTER BEACH AVE,161700.0,259000.0,0.624324324,Single Family,Single Family
10047,2001,01/24/2002,Goshen,NORTH ST,29620.0,50000.0,0.5924,,
210097,2021,10/26/2021,Hamden,1730 STATE ST U310,29890.0,65000.0,0.4598,Residential,Condo
202032,2020,07/08/2021,Waterbury,93 ANGEL DR #C,16400.0,37500.0,0.437333333,Residential,Condo
71518,2007,08/04/2008,Bridgeport,194-196 SAVOY STREET,150070.0,250000.0,0.60028,Three Family,Three Family
20260,2002,09/26/2003,Woodstock,1722 RT 197,104960.0,219000.0,0.479269406,,
13255,2013,02/06/2014,Hartford,114 HAMPTON ST,61600.0,100000.0,0.616,Single Family,Single Family
140443,2014,01/06/2015,Stamford,691 PACIFIC STREET,130030.0,10872100.0,0.011959971,,
130203,2013,09/30/2014,Tolland,8 COOK ROAD,139300.0,181000.0,0.76961326,Single Family,Single Family
51220,2005,07/21/2006,Meriden,73 EASTGATE CMN,18550.0,44000.0,0.421590909,,
49149,2004,09/20/2005,West Hartford,76 HYDE RD,114190.0,313000.0,0.364824281,,
10062,2001,12/04/2001,Coventry,41 LAKESHORE DR,76510.0,155000.0,0.493612903,,
40886,2004,07/18/2005,Manchester,152 FERGUSON RD,133900.0,278000.0,0.481654676,,
70165,2007,01/28/2008,Branford,2 RUSSELL VILLAGE,57300.0,80000.0,0.71625,Condo,Condo
30001,2003,10/01/2003,Montville,8 HOSCOTT DR,77460.0,172500.0,0.449043478,,
10072,2001,11/05/2001,Naugatuck,307 MORNING DOVE RD,79990.0,149900.0,0.533622415,,
14214,2014,03/19/2015,Glastonbury,272 CARRIAGE DR,220300.0,380000.0,0.579736842,Single Family,Single Family
60328,2006,08/28/2007,Madison,NECK RD,12600.0,25000.0,0.504,,
210978,2021,07/08/2022,Southington,153 WELCH RD,123830.0,275000.0,0.4502,Residential,Single Family
50683,2005,02/21/2006,Norwalk,PINE PT RD,64178.0,135000.0,0.475392593,,
80005,2008,10/03/2008,Stonington,111 FAIR ACRES CIR,400.0,60375.0,0.006625259,Single Family,Single Family
10898,2001,09/27/2002,Glastonbury,25 CHAPMAN DR,200130.0,442500.0,0.452271186,,
20642,2002,04/28/2003,Hamden,1 GUENEVERE CT,304920.0,568000.0,0.536830986,,
40006,2004,10/01/2004,Woodstock,INDIAN SPG RD,26460.0,80000.0,0.33075,,
1800436,2018,07/08/2019,New Milford,249 STILSON HILL RD,239540.0,410000.0,0.584243902,Single Family,Single Family
20637,2002,03/28/2003,Meriden,44 GREENWOOD PARK,27230.0,43000.0,0.633255814,,
140723,2014,07/13/2015,West Haven,45 RICHMOND AVE,127890.0,175000.0,0.7308,Single Family,Single Family
20067,2002,11/27/2002,Wethersfield,696 PROSPECT ST,103300.0,225000.0,0.459111111,,
140016,2014,10/03/2014,Stamford,39 VERNON PLACE,353930.0,540000.0,0.655425926,Two Family,Two Family
40335,2004,07/29/2005,Plainville,253 UNIONVILLE AVE,0.0,329900.0,0.0,,
10562,2001,03/22/2002,Hamden,52 EASTON ST,48090.0,46900.0,1.025373134,,
2002429,2020,08/24/2021,Stamford,73 PALMER STREET,291480.0,533000.0,0.5468,Residential,Single Family
201251,2020,07/01/2021,Griswold,603 HOPEVILLE RD,40530.0,65000.0,0.6235,Vacant Land,
160172,2016,04/28/2017,Windham,15 JACK HENRY DR,31190.0,32500.0,0.959692308,,
140099,2014,11/26/2014,Westport,37 SPRITEVIEW AVE,578600.0,775000.0,0.746580645,Single Family,Single Family
140333,2014,07/06/2015,Wethersfield,23 COUNTRY CLUB RD,165900.0,114250.0,1.452078775,Single Family,Single Family
160203,2016,08/28/2017,Windsor Locks,456 ELM STREET,103900.0,125000.0,0.8312,Single Family,Single Family
210018,2021,10/04/2021,Bristol,LOT 16 CHURCH AVE,220290.0,400000.0,0.550725,Vacant Land,
39445,2003,04/30/2004,Fairfield,2152-2154 KINGS HWY,140070.0,500000.0,0.28014,,
11054,2001,07/15/2002,Hamden,735 WOODIN ST,33460.0,229900.0,0.14554154,,
17044,2017,10/23/2017,West Haven,7 EDNA ST,119630.0,140000.0,0.8545,Single Family,Single Family
20974,2002,05/28/2003,Hartford,980-988 BROAD ST,47670.0,33000.0,1.444545455,,
21079,2021,11/15/2021,Ridgefield,55 OLD QUARRY RD,16800000.0,34420750.0,0.488,Residential,Single Family
180055,2018,12/12/2018,Prospect,14 LOMBARD DR,197120.0,274300.0,0.7186,Single Family,Single Family
51093,2005,05/08/2006,Hartford,25 ROXBURY ST,71820.0,275000.0,0.261163636,,
210465,2021,11/29/2021,Waterbury,18 FANNING ST,52520.0,100000.0,0.5252,Residential,Single Family
70639,2007,01/29/2008,Bridgeport,272 DOVER ST,55650.0,65000.0,0.856153846,Single Family,Single Family
30502,2003,09/27/2004,Plainville,35 TYLER FARMS RD,46410.0,335000.0,0.138537313,,
170040,2017,10/27/2017,New London,ANN ST,31570.0,172000.0,0.183546512,,
210264,2021,11/30/2021,West Hartford,126 BALFOUR DRIVE,172300.0,310000.0,0.5558,Vacant Land,
170136,2017,04/23/2018,Ellington,8 GRASSY HILL RD,78840.0,466569.0,0.1689,Single Family,Single Family
30640,2003,06/01/2004,Wallingford,87 COLONIAL HL,120700.0,234000.0,0.515811966,,
200606,2020,09/20/2021,Windsor,18 SINCLAIR ST,51380.0,47500.0,1.0816,Vacant Land,
60489,2006,08/17/2007,Trumbull,38 KILLIAN AVE,294600.0,555000.0,0.530810811,Single Family,Single Family
1400440,2014,09/23/2015,East Haven,133 SHORT BEACH RD,125700.0,180000.0,0.698333333,Single Family,Single Family
190115,2019,01/29/2020,Berlin,302 KENSINGTON ROAD,126400.0,177500.0,0.7121,Single Family,Single Family
42089,2004,09/29/2005,Danbury,27 CROWS NEST LN 14B,112000.0,262000.0,0.427480916,,
200290,2020,04/06/2021,Simsbury,4 WESCOTT ROAD,155620.0,338000.0,0.4604,Residential,Single Family
120072,2012,11/02/2012,New Haven,"24 FRONT STREET, UNIT 24",46550.0,39000.0,1.193589744,Condo,Condo
900148,2009,03/10/2010,New London,36 ELM ST,168000.0,131250.0,1.28,,
170037,2017,10/16/2017,Meriden,52 KYLE CT,160720.0,166500.0,0.965285285,Single Family,Single Family
110884,2011,05/15/2012,Bridgeport,63-65 WHEELR AVE,159130.0,90000.0,1.768111111,Three Family,Three Family
130006,2013,10/15/2013,East Haddam,305 LAKE SHORE DR,84350.0,148750.0,0.567058824,Single Family,Single Family
110148,2011,07/31/2012,East Hampton,11 HALE RD,120670.0,152500.0,0.791278689,Single Family,Single Family
60032,2006,12/15/2006,Essex,25 DONALD RD,207100.0,340000.0,0.609117647,Single Family,Single Family
10097,2001,10/23/2001,Newtown,S MAIN ST,13938710.0,20705017.0,0.67320447,,
100022,2010,11/24/2010,Portland,22 MICHELE DR,239890.0,146500.0,1.637474403,Single Family,Single Family
40728,2004,02/04/2005,Hartford,62-64 WESTBOURNE PKY,47040.0,185000.0,0.25427027,,
200843,2020,08/18/2021,Shelton,23 KERON DR,171150.0,325000.0,0.5266,Residential,Single Family
20200737,2020,04/08/2021,Stratford,353 FIRST AVENUE,179690.0,306400.0,0.5864,Residential,Single Family
40419,2004,01/18/2005,West Hartford,149 WASHINGTON CIR,96960.0,5000.0,19.392,,
10434,2001,02/20/2002,Manchester,362 GARDNER ST,103400.0,100000.0,1.034,,
71269,2007,06/09/2008,Bridgeport,131-135 WAKE ST,81670.0,132500.0,0.616377358,Two Family,Two Family
10346,2001,06/27/2002,Cromwell,13 HORSE RUN HL,54985.0,75000.0,0.733133333,,
140003,2014,10/02/2014,Bethel,5 LONG MEADOW LANE,150440.0,142000.0,1.05943662,Single Family,Single Family
70313,2007,02/29/2008,Stratford,56 MCQUILLAN ST,155820.0,340000.0,0.458294118,Single Family,Single Family
1301158,2013,09/09/2014,New Haven,200 HARBOUR CLOSE UNIT 307,235270.0,344900.0,0.682139751,Condo,Condo
160159,2016,03/13/2017,Madison,21 RUSTIC LANE,265100.0,294900.0,0.898948796,Single Family,Single Family
130044,2013,08/06/2014,Salem,110 NORWICH RD,195300.0,269900.0,0.723601334,Single Family,Single Family
10333,2001,02/07/2002,Torrington,200 OXFORD WAY,77000.0,113000.0,0.681415929,,
200293,2020,09/20/2021,East Haddam,8 WINTERBROOKE RD,216220.0,345000.0,0.6267,Residential,Single Family
60212,2006,07/16/2007,Tolland,41 NEDWIED RD,164800.0,266000.0,0.619548872,Single Family,Single Family
30411,2003,06/28/2004,Montville,94 FELLOWS RD,69750.0,180000.0,0.3875,,
120148,2012,06/06/2013,Ellington,5 + 11 HUBBARD LN,558010.0,1100000.0,0.507281818,Single Family,Single Family
